file_name,try_fixed_smells
22e1522b49463553d17052ffffd6d96619b5d26f.dockerfile,""
22e23a7657fa255028a116c658178589d51021c1.dockerfile,""
230305713f7b7c2823672d18dd17801e456687dc.dockerfile,"use-copy-instead-of-add"
2312714923ccf68d13e0cecd4383f2b8cddb192a.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,have-a-user"
231354327d774c98764c2dfe3d5bad99ee47cf72.dockerfile,""
232beaa487c9c04296e5c99e12ecdee0a5168bcb.dockerfile,"use-no-install-recommends"
2331589a6ae2feb441e22012b80e39267c51c85e.dockerfile,"use-no-install-recommends"
2337b76cea67753ac275ac8b858036f186c6a4d1.dockerfile,""
234e521d99c9583a4a7216ca23e3e1efecfc25cc.dockerfile,"use-no-install-recommends"
234e90a534335bc6085a0629375faca39dd7914d.dockerfile,""
236ddec428632536276152ab357f8f6d4c128be7.dockerfile,"do-not-use-apt-get-update-alone"
236ec5fe892b5fc2884a7b213570b427329ccad8.dockerfile,""
23735e3fe18e93aee73e4aab6fb09661a55895b2.dockerfile,""
238855078ee1386e64fb7d102419c31677b9e0d9.dockerfile,""
238d4d4ac734813397c79b5336207a159f0d7908.dockerfile,""
238f8587da7e108f23ad878f05948bc25f8a9382.dockerfile,"do-not-use-apt-get-update-alone,have-a-user"
23a13865c8a150a4526df7cb5a239ac07eb9414d.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
23abd79a01683023dbcee76cf5592b51e9cd387a.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
23b0613043b1561bb11bd0cb8af68050732fe415.dockerfile,"use-copy-instead-of-add,have-a-user"
23b0ca96bffbbd7a564195b2a5ce8711cc707d27.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
23d05a04b9ccad19440090eb2625d3bd90e4b1e8.dockerfile,"use-no-install-recommends,have-a-user"
23e1b28015301762f5f3bf32bca333df9ed2d81b.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
23ee1c5d9595403e20904bc35f3b73496b42bd12.dockerfile,""
23f76b0bd6e0467c80c856452ed2fb80fb704e80.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
23fb1aba71d05db833ff704121b2ad90e8f564d6.dockerfile,"do-not-use-apt-get-update-alone"
24031dae63b6e450699d3bb970c508bccf0c4f8c.dockerfile,""
2404002e0cec58c8d5dc61ce2ea9a3420078a3d1.dockerfile,""
24086d76e08facc5f06edb74e1800aca1b9d772b.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
240e6e6695d83dde76f5ac204c79df9d2ad3513e.dockerfile,""
241745f56787d1e74b1a01fb243a749a4ffcc796.dockerfile,""
241c269719a0298781c04fa5e5421129e3fc4a4d.dockerfile,""
241c83e17bf2c554bdbbc087cfab080e7a9b537e.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
242e15485a430131938d8693176439456aa39508.dockerfile,""
242f7072391183d463eb045ea584e3f00bbea44f.dockerfile,"use-copy-instead-of-add"
2434bf39aac65c3c726fbe06f12dcbe72239cf96.dockerfile,"use-no-install-recommends"
2439e6c95a228f1e302fde73eedf28214fff36a7.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
24737d2b7dd43620ce9f0bf172504dedf003da67.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
247934123eeff23901a406f855a0da191d6f7264.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
24854082ddb9d404ec07e99cbad180f03d3d99cf.dockerfile,""
2486d4221c731e35d6367c65f796f017a55e831b.dockerfile,"use-no-install-recommends"
24a46026dcd7d57f5548c03b62635a6878d4be58.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
24ad97639bffcc71a11ef03a92f2c7887b0b9600.dockerfile,""
24ae1ae20ccad8f07ae4f737f457cadf1bcf51e1.dockerfile,"do-not-use-apt-get-update-alone"
24bfebaabbdca282df29699182aa1eee741a7836.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
24c5070c95f336f05af1e3796d00c801b2b5024b.dockerfile,""
24cd325df35973808775aeae11aaf9d1387eaf79.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add,have-a-user"
24cf3b3f215836fa564af8b563ee59d24aa0de0c.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
25043394e6424431b686ae375ff2cf5a3d0c6648.dockerfile,""
251d980c1264bec4495f593a12e90a028a2e1180.dockerfile,"use-no-install-recommends"
253899b6f87238efcd3e0d455a6134448466b218.dockerfile,""
254b7da0774d0bd14f9c0e5457dfdff83b5c4b86.dockerfile,"have-a-user"
255019f2ae43d7191f9080659e6e19a1a78e6aa1.dockerfile,"use-no-install-recommends"
255b6e81f0ef12f9534c1a5d8375e33a3a2b5481.dockerfile,"do-not-use-apt-get-update-alone"
25641228f5d2528645914d2702b300a86f20c672.dockerfile,""
256fbebe5de6a260da2bb9185b645386a801e6ef.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2585a432c9affa2005ef6416cc703e85b0c19007.dockerfile,"use-no-install-recommends"
25a5bd44ac3fc433e053094080ef51861c692345.dockerfile,""
25c509a16216a1aa0021a4f6d0742fe052cd51ea.dockerfile,""
25e6c772d0d1daaa26211f742bb5056c2f7623f0.dockerfile,"use-no-install-recommends"
25efea089b9804c91ccff1de0327e5ab644739b4.dockerfile,""
261a1cb9aeb2764743767e6e3de1700258f28278.dockerfile,"use-no-install-recommends"
261b66f6961c18cac7ff31bdbfb97c505dc8a175.dockerfile,""
261cfcf05258cff9ef2b709015d80414dd33e44c.dockerfile,""
2631e4bd5664fc526f087056d0f27963b78607db.dockerfile,""
263e2d36009c5c28d0c483dea0aad293b644c7a6.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
263f8ecf5fb1d7f663fea59f3ea602c3a8b30989.dockerfile,""
2647aa3cf7265509ac76a097f97dc1819f3f0481.dockerfile,"use-no-install-recommends"
265de01f64868415421411d3e5164c60ecda285a.dockerfile,""
2671aea8cd73d30f49fbf35e45fd40a63ded3df2.dockerfile,""
267c77c7909a94193359d0d3ded8fe8ff44a6b8d.dockerfile,""
267f1ef1dba8f12966c578b97c18b3c888a63c42.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
26d9e1a69f5126737b4c6fec68f73c2ec4943747.dockerfile,""
26dc5c2a3fbcdbb8c494fc80ca1ddbdb817100ae.dockerfile,""
26ddcb2a98900e46862bae7bdca2c0edc29e3f38.dockerfile,"use-copy-instead-of-add"
26e02064375750695fae5df6939da2ddc2f78971.dockerfile,""
26e62792bd7d398342618a433f99be6192f1b580.dockerfile,""
26ed7e8b41566009b7cbba0340a4b3ad61caa321.dockerfile,"use-no-install-recommends"
26f72355cf596b2d72433039689fdefd5bd12b99.dockerfile,"use-copy-instead-of-add"
27037a3c589746ef3f26cf3f2f290e32b6c75873.dockerfile,""
27076c82428bccfe2cc7bee3b9b62f7e61c7ee24.dockerfile,"use-no-install-recommends,use-copy-instead-of-add,have-a-user"
27132fa44fd623784b3bf02af3badf3dc7583885.dockerfile,"use-no-install-recommends,have-a-user"
2714d4c2313c95625910685e71663dc423eba4a0.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
2720ae008c500f7634e149fda218500ee753280f.dockerfile,"have-a-user"
272f9dae36b1996a5cd70264e3263486839cbd0e.dockerfile,"use-no-install-recommends"
2737dab75f85623339573fc6bcf37199bff8b2a5.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
27608c4f5fa9c11696415ad96b744b8315d9a258.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
276ab76b842ae3882f75bc67ba522ebb3649687d.dockerfile,""
276cb73a4123f39f46ba0c2adf391df06c84bc65.dockerfile,"use-no-install-recommends"
276df1c45e44dca5b85cde378d623a23c159f3d8.dockerfile,""
27c0fee8ce16c397ea00b01a84a195e324fb9372.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
27c6cfc7f5ce6fbfaf04c6caf94ff5e5dcc06d60.dockerfile,""
27d388e76be3d3d3073af85ca95dcf8213d6f4d7.dockerfile,""
27dff3aa383455d0a80c102819f3515abe8f910d.dockerfile,"use-no-install-recommends"
27e0c197c0da602feeedc2a40523e574873d4c48.dockerfile,""
27e1145f064f96b0e9e2e216455d4e345da18a41.dockerfile,""
27f0d7f62c25ae78ed2a5d29463c1768d71673af.dockerfile,"use-no-install-recommends,have-a-user"
281fef74984e06b6d687c8204ad242aa2fc725c6.dockerfile,""
2822c247f55b4932f7f0c7ec97c75694ff195ac1.dockerfile,""
2822cecdbb823c5ad6be5072deb79c14eb5959fb.dockerfile,""
28245ce4579989231ee7b1a27f569a794c70055d.dockerfile,""
2827ea9a6476eefe95eb5671d53a0b0262591f76.dockerfile,"use-no-install-recommends"
2843454c4b70ed071271aa9943a2462d3ffcc3db.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
284f4f5ebe7d5feec1d70b3a99cbaa29aa3c1ab1.dockerfile,"use-no-install-recommends"
286e3baf0adbfea1a5f0db3e1523131f636e9293.dockerfile,"use-no-install-recommends"
2870b5c5e95c02fa573b18d9899bf5554db96a63.dockerfile,"use-no-install-recommends,have-a-user"
2884364f23e4f5773fe3c0ee016c4d03dadb06d5.dockerfile,"use-no-install-recommends"
288d8d0a816ced34a4b0f8ad444369087a36efab.dockerfile,""
288eba4da3474ff622fb893aedfdf57e585cd8c8.dockerfile,"use-no-install-recommends"
28958d64cf5a23b7aaeda31bb46e5c9eee4713fa.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
289bf2958425f860e024de283f9a8a71b938cb49.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add,have-a-user"
28a14fb48c68f66f856b113d7f2c98392f184dc2.dockerfile,""
28ac17fb4108678c769823f21b71cc4017a82a7d.dockerfile,"use-no-install-recommends"
28af11851a00fb6a074156f2d643888266e761c7.dockerfile,""
28c7548c2316c1baa06b6b04eab40ac7f2541853.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
28d17f08be08fa193895450e621f74141cb630d9.dockerfile,""
28ebb8a1ed51819df1950e4cbbf66902b6ba3a47.dockerfile,""
28efcbb36150cfd52fd2b8364383fde9bd715f4e.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
28fcfbc418f57c986318eb4136bd75bec2059569.dockerfile,""
290f633841c0b16388f735d5be1669c8cb0bc1f4.dockerfile,""
29230fa0bdeb6bc4bf9ef1fc9675ddb24911bff5.dockerfile,""
293028d229adba2380d6a91f409d11208c8d875c.dockerfile,""
29355261b840559394cd8ecdb14a31bac856f33f.dockerfile,"use-no-install-recommends"
293995b7614f77aaeb08f996da70549f4961479d.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
293d0b6826d416b359977d2b970525411137fe6e.dockerfile,"use-no-install-recommends"
29458cf767506a1e879ac2fa53823a822dbb6342.dockerfile,"use-no-install-recommends,have-a-user"
294aba1e0d43c5a879ca7052664c0b19b5306c02.dockerfile,""
29503afdcef75dcd4511e7caf69a65ababd34bc0.dockerfile,""
2967a9fbf165d8d3f9c2a9950be18ab63721bba8.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
296ba2cff54cecf5a1b86d1bbb1cb7128283e5f7.dockerfile,""
297a7adfbcfcc3de7bb0d435ef3cab15b529d39c.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
297c6aa3e3c3f04c4eb400cdda6d3ba1702390cc.dockerfile,""
2992e22c78315b7f8c2d68e44baf651611e2c35e.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
29b049a7b31dce041b59abb7fe4a9aac82ca2d13.dockerfile,""
29b7804db35bbb844046f2191be78c50f2a23b87.dockerfile,""
29c9f53dbb8f57e76e0f172eeb3cc8892e83eefd.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
29e0e8d9dab2636dc0fe8ce961faf70c43ca2acc.dockerfile,""
29e3434c48eaf2111d053d411cdc398df0f51785.dockerfile,"use-no-install-recommends"
29f5faf763084324a417721c6c4d021f07b11ace.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,have-a-user"
29f7295e11e27619c256c7ac7d6ca636e112215c.dockerfile,"use-copy-instead-of-add"
2a0bc78c946fc808fe04329af8175d797bd1c26f.dockerfile,"do-not-use-apt-get-update-alone"
2a28d3895a6c4ef2154645b54448091b35704afa.dockerfile,""
2a310036920d29fe631c62d7f9deb45270ee81fe.dockerfile,""
2a3e26d53b9684aa641b67407f136a500a7a6305.dockerfile,"use-copy-instead-of-add"
2a4572e5272db26743bebfbb3dad290ba6fff10b.dockerfile,""
2a61f151413d58a2e9c40d43b2bdd38faaf768fd.dockerfile,""
2a6d0fdeafdeaa64c33b21153a4d0b673da52967.dockerfile,""
2a7114bf5b806ba7b5ebe94d251cdc626e6f9718.dockerfile,""
2a75b9b343ebd36cd0e6552b1f7dd3bc08d1c4c6.dockerfile,"use-no-install-recommends"
2a777de4186dd70330c41dfc46924265e67bdf20.dockerfile,"use-copy-instead-of-add"
2a8290b671f91f890a10034be268bc0d8d406c61.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
2a9b3ba4991bb4aeff0b05e38f9c92593e35a1bc.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2aa7f5b5c945ae0bc7e79d9dfa17d0316bf331f3.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2aa9438603e3bc031d6e6d280c64c035fd4ae599.dockerfile,""
2ab46aa7e41eb2760f422a6df0dcd17c8ce5a6c3.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2abd6754f6ffff3887f49fcc0777ef03567fdd7d.dockerfile,""
2ac886ac29147514f737e9c8d43e6b4b6c92e186.dockerfile,"do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2aeb82520c6ed227e0a5da2a875f3556c878436b.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2b05678309811e58baca00ff7cef9ac4a60e19b4.dockerfile,"use-no-install-recommends"
2b09fd155edf02c27a471b659c17ce9fff5c73ef.dockerfile,""
2b0f80bd3016776f1140b3459fc5a4d270ef841a.dockerfile,"use-no-install-recommends"
2b1164171f64d38f2ad37257fd8850dd57683b3a.dockerfile,""
2b11679f54c1199969dca888b286ffe50ff517cb.dockerfile,""
2b121574278e471f9e79112996f3b7a4eb1fbc10.dockerfile,""
2b1c2d0ecdfb944aefabbe23c30221e7fe909d17.dockerfile,"use-copy-instead-of-add"
2b1ca899c8fe62e3cead3bf1a62723d665f1d695.dockerfile,"use-no-install-recommends"
2b23b2e1b6728aaeb1a56c32494ad7b381a64a99.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2b2d3fc112fa81fdc03c197eeb8214516a86f4cd.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2b40664a4d6e0648c6db59f2003e3456a5962daa.dockerfile,""
2b443879cdb1bf6eb3aebdc67c8f6403ca55515d.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2b4c2a40536bb237ca2eb2c9635f79c844b3d336.dockerfile,"use-no-install-recommends"
2b5ca9a19e566514f36ef3f6b9f364d798d29d2a.dockerfile,""
2b5f4d5250cfffdab73c77c64da4c140484d4b55.dockerfile,""
2b5fdabb06b67b6b6862d0eeb9712a9c50b5fa49.dockerfile,"use-copy-instead-of-add"
2b6376e01c43e38d7250056ffb3f1a1e81e6fb1b.dockerfile,""
2b7411e799042a2870b1d8862027b25f96de6708.dockerfile,""
2b7c0335744d9a4d2c99441c935cf04ff260c8b2.dockerfile,""
2b881b573829ca9a84d3570ba6516980d427fac1.dockerfile,""
2b993ecb209a8a97c7ce78e8a57c677d2a12032e.dockerfile,""
2ba00bb73ee39317ceb86a6c77b4ca5ebe17417d.dockerfile,""
2ba8baf29e8821f20a06f399517928a1a9ab0acb.dockerfile,""
2bae9596bdfd28d562ea1b0b68db5c7ea0c4f8a0.dockerfile,"use-no-install-recommends,use-copy-instead-of-add,have-a-user"
2bb94274dafe71fa69d16542580f3ebfa64abf21.dockerfile,"use-no-install-recommends"
2bbdf3afc761e1e2584728e02baf80c7e0ddb457.dockerfile,""
2bc32be47cf3869ecf890b64a8ec23c49f47bcd7.dockerfile,"use-no-install-recommends"
2bd3aa8f0096bd321569fa530df442a7e54c3d13.dockerfile,""
2be20ee0fe27565da5b613fc8453ebcc5b4d662d.dockerfile,"use-copy-instead-of-add"
2c11144c5b9adcfc8818f1dc65b19d865f17a33e.dockerfile,""
2c3b059db2ce06dd7e1b76742244dc8742e09c34.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2c4af75380adbe53440aac1d3ac86d208a63b681.dockerfile,""
2c50a0dffae22e0e54c420b69428ee8c9f7793ee.dockerfile,"use-no-install-recommends"
2c6974bebf9b85ddee7b954e195688ace0f9e0ae.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2c6babba5b5490f8168b538e234c827fa94739c8.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2c761adbdc0d20d7f896fb1fd1677acc4644ee9a.dockerfile,"use-no-install-recommends"
2c87f9b7f6c77afd2c6b3deaf8d6002b3243f605.dockerfile,"use-copy-instead-of-add"
2c8f989fbe0d700fe9d7d047f3bed97ce97c5562.dockerfile,"use-no-install-recommends"
2c92e3f1e96bb33fc7f29394a5eb7f11e0e7f088.dockerfile,""
2c95c3ac757c3677d5248dbb95eea22ff0ff85dd.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2c9aa8401d6c9e830b445c6647fc0201d2aac5ea.dockerfile,""
2c9d41657590accc9a92837857a864785566825a.dockerfile,"use-no-install-recommends"
2cb8bc446e6bb5604578ecbfbcdc26621d978822.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2cc9a3bbffee3e135e3889f42e89a40140f34cbf.dockerfile,""
2ccc4608d97210fb73364c22b3d832587a603cd9.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2ce2b1f183fa9d95ed6402f23e00c1c226ed8f5f.dockerfile,""
2cf89fb5bba935e2ca10d6d2bccbe63d61abe984.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2cfbdc28033e7145fa621c280dc56a8e51cef712.dockerfile,"use-copy-instead-of-add"
2cfd0225c45b8467c720b7b8bccf435d8d7fa958.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2d0a5bb690095258ba7c80971f10b27bfa9b2166.dockerfile,""
2d133262ba720bbee09dae479db216202ed60455.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2d220a7df7e8019301016dc8377e81c9abc96c0f.dockerfile,""
2d44dc65c2aaed85853f3258a4e3933a12dab8d7.dockerfile,""
2d4c8f963ad7956bdb2993a42bd07f1f54da866e.dockerfile,"use-no-install-recommends"
2d53161a5bfe7cc4aeb4dff1c0775e5deb536f45.dockerfile,""
2d5e572f232f8f8ccab9840007167f4387042026.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2d617320dcd804e47c82a0f5d88793938176e4aa.dockerfile,""
2d6e2d854d341bb0184958872cc25b39af75ee53.dockerfile,""
2da0da3a849b07c0fab6e0b4e53450a771ee7c42.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2da4598e99017caac69f31b19fcbe0006071b22d.dockerfile,""
2da4a5c8ce457aa43cbfccec6a86429ebdfff5b5.dockerfile,""
2da621653f1176fcffbf17b12907f199be91f573.dockerfile,"use-no-install-recommends"
2db70dafbca10fc1dba8686b839db08af0142a49.dockerfile,""
2dbea3f8b777a7147499ba82b357c3cc07df27fa.dockerfile,"use-no-install-recommends"
2dcc98c08073ff1e78489181b00e9dcee4ca7080.dockerfile,""
2dd1fa48284368ee430feef030e7a4021f96ab25.dockerfile,"use-copy-instead-of-add"
2df45a98da9d7e8480b147b2aa8155b35ede6098.dockerfile,""
2df79c7285ebab857f4dfc4002ff87db7d4501ca.dockerfile,""
2dfe0b00f7e57526a6766a5337b537f43d15d734.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2e002afa08e8baf469cbef8e6ddc00b9524df575.dockerfile,"use-no-install-recommends"
2e01dcde5ebcd5dcdcdc9ccdf78799cc4878f1ab.dockerfile,""
2e03cfdaf30f1d131877e9fc0d8f1b3a92c7921f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2e0ffc87ef821b8d5114e6adc85f278927b910cf.dockerfile,"use-no-install-recommends"
2e17600cf4d126ebb7c692219506a205c128809d.dockerfile,""
2e1a1075f7c480e537fad6c362353a581eae2a2c.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2e232e5c8586d863651270664f89e96cbfd069f7.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2e23f2d11e0f63b506048001342778f22c596e5c.dockerfile,"use-copy-instead-of-add"
2e2a5a06405c8df072090b2c16d3365830f70ac3.dockerfile,""
2e3b990235444d177c9c36c168a635dbf4989959.dockerfile,""
2e40ed7a251b6247077f99c78cfab9f56a512525.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
2e726e4f798b2281359b145b919ee42f4950a188.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2e87bf595d3c0c51168b4f118e366977695e3ad3.dockerfile,""
2ea1a50908fca3764b30c780eca708f5b7d2a78d.dockerfile,""
2ea71b4dbe05fd06628963353f74e7efc88b65a6.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2eabca83340179215ae61150d93e34da8068c1b3.dockerfile,""
2eaf4e2a05da8c9728dc51dd917b839f6596e45e.dockerfile,""
2eb513b678fb005eadf167b5ac67da7f79fec0f1.dockerfile,""
2eb7928029f64bcd7be4ee740e26d8a1e0236363.dockerfile,""
2ec0cc13a5e8c451d40ea6a2f0975f442bddf1d1.dockerfile,""
2ee21fe7603ac9a955901ca7856537693a6b6db5.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2ee556442a88868a6733eb2fe84cdafa613ad530.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2ee663295f6333fdc89b06551013b33b5356803d.dockerfile,""
2eef4930384d62b475494e3a1e67b6457c17609e.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2ef2572f89a06af1d1afbcd802cb838ed1f98b66.dockerfile,"use-no-install-recommends"
2ef505daf24a5f031d23e4f71c9efb00e0004d07.dockerfile,"use-no-install-recommends"
2f0924c62136b1334c8baa950d7ae15db2f188bd.dockerfile,"use-no-install-recommends"
2f1e946c000490208056a38cca31c1e1701ddcaf.dockerfile,""
2f310cb24953e2aea476e9d1de2d91b71c2ac1ec.dockerfile,""
2f3f2b398197f6a6731cba4cef5fb3b3626f8cdc.dockerfile,""
2f4b9caf535bcc4fe1ce72c621240d5c89fe0411.dockerfile,""
2f5609f820e2d9f8f1826741e2dcab314b9b7ae8.dockerfile,"use-copy-instead-of-add"
2f6c87549d82e1439b86ea31703f372cb4e7cf8a.dockerfile,"use-no-install-recommends"
2f6ce60f8241987ff7fed24a221b377d824274a1.dockerfile,""
2f71614837be779835995d0549c413530aa58b0f.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2f905525454f398bb55668488112949ef8f27597.dockerfile,""
2fac5b66ddeaf3e8a70937be1ae41c74bc27d436.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,use-copy-instead-of-add"
2faf44b8015a7c8a53ffdaff5637ab31af9c64fe.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
2fbeddd5ccb86ae46968d9a2ea182c14e9699554.dockerfile,"use-no-install-recommends,use-copy-instead-of-add"
2fd81578a7e43c6d99d6e39a884bc9252f35f718.dockerfile,"use-no-install-recommends"
2ff3b15c29e8394efb3cc497668776d5c9cb2328.dockerfile,""
2ffcc69ca120ee54fc0d85e0c71abadbb4f62ef5.dockerfile,"use-no-install-recommends"
3005082b05e51519fe686c0ce10817aeae9e5c81.dockerfile,""
30118afa975581f614c44bad321ce944e83a9534.dockerfile,""
301ecfd448e6904ff98b9e68cd9e2d30f0157e4f.dockerfile,""
301f0b4c518cd2e711ecf25c2437340780a056c8.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
302212e6dea4ae68b8192f10634e1adf9c41d101.dockerfile,"use-no-install-recommends"
3034c5bb6cd194c5a808d771f196f3449c5ccde5.dockerfile,""
304480e94397c77d7eb69841a8514169941af0e1.dockerfile,""
30539d58c17e49906bfe708bc9c974c67c6922b1.dockerfile,""
305a9ea8a949abfc9ef6762e1e6beeacdfebdba6.dockerfile,"use-no-install-recommends"
305d018e77a9ba103c487c6cc04282462c0981ea.dockerfile,""
3061dfdb5713f7e4357cf25796654a1be6a4d953.dockerfile,""
306d6a0322dd27003cd84d06e827c038d066b1fa.dockerfile,"use-copy-instead-of-add"
307c879262b872d2043c4cba540e74883516a71c.dockerfile,""
3080a1c33993ceed32f4b6a926a4cb171a88616e.dockerfile,""
30878f2478cf645f771273fb323c0bced3814ef5.dockerfile,""
3091e611664c759fb6ac2da8a911e2c62115f61e.dockerfile,"use-no-install-recommends"
30932921ca5a6a36d8e0b4f611ceb9ce91bd426b.dockerfile,"use-copy-instead-of-add"
309918462b1a66bcca06595be1bec9eb005c2269.dockerfile,""
30a1116eb90a6bf6fbaa08aff674dce8c9ad1942.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
30ad57d1d3366bde024996d3fdb0f0d95ea98b69.dockerfile,"use-no-install-recommends"
30aed991086e46185d2e2eea3a41ca007f543816.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
30b8fa5255e82a0947523799ca2f16b5eddd5df2.dockerfile,"use-copy-instead-of-add"
30bc2d28069758f20e99d84b159b63a164aece1d.dockerfile,""
30c564bb9a1afacfd2b204f000a3c7e492a431de.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
30c80ee799253675e39e840a35d02bc0fe9db164.dockerfile,""
30ec98fdab87d5a52e429bd66e0926b6b247e102.dockerfile,""
30ed72c724fda75de22aa06cde7f2bdab02797c8.dockerfile,""
30f86f8115b52fc588fccd72e1c7951945de8456.dockerfile,""
30fbfe50e2154635590f66f5fb1ca88b0111c89d.dockerfile,""
3107456b2501f2518f2a53a8922d4def84cc2767.dockerfile,"use-copy-instead-of-add"
310ec3d512e743fab462d624558adeedf221f8de.dockerfile,"use-copy-instead-of-add"
3136485f8e1f842424cebc10d336e178cb1f8968.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone,have-a-user"
313b710cf51d810949dc792f4126b8390a7c30b1.dockerfile,""
314c8f46fcbc8cf45c55f1d841e55febd967c93c.dockerfile,"use-no-install-recommends"
315feb78b20f0aade9c033376f30826624d10cdd.dockerfile,"use-no-install-recommends,do-not-use-apt-get-update-alone"
31602e594ec4ccf5c5d4218774d22b3c1d5419bc.dockerfile,"use-no-install-recommends"
3160a0fa40559a73715f5f6e8217f0050f9b8590.dockerfile,""
31633c53fb35b03db12c8357bfb63903d9c77665.dockerfile,""
31760fc9c2b74991f416917692bdf498dc0178ea.dockerfile,"use-no-install-recommends"
3193857593a1694e79ac67a046ab2a9700a819ad.dockerfile,""
