bullseye,libsasl2-modules-gssapi-heimdal,2.1.27+dfsg-2.1+deb11u1,2022-02-25
bullseye,libsasl2-modules-gssapi-mit,2.1.27+dfsg-2.1+deb11u1,2022-02-25
bullseye,libsasl2-modules-ldap,2.1.27+dfsg-2.1+deb11u1,2022-02-25
bullseye,libsasl2-modules-otp,2.1.27+dfsg-2.1+deb11u1,2022-02-25
bullseye,libsasl2-modules-sql,2.1.27+dfsg-2.1+deb11u1,2022-02-25
bullseye,sasl2-bin,2.1.27+dfsg-2.1+deb11u1,2022-02-25
bullseye,dbus,1.12.24-0+deb11u1,2022-10-05
bullseye,dbus-1-doc,1.12.24-0+deb11u1,2022-10-05
bullseye,dbus-tests,1.12.24-0+deb11u1,2022-10-05
bullseye,dbus-user-session,1.12.24-0+deb11u1,2022-10-05
bullseye,dbus-x11,1.12.24-0+deb11u1,2022-10-05
bullseye,libdbus-1-3,1.12.24-0+deb11u1,2022-10-05
bullseye,libdbus-1-dev,1.12.24-0+deb11u1,2022-10-05
bullseye,debian-edu-config,2.11.56+deb11u3,2022-02-09
bullseye,dino-im,0.2.0-3+deb11u1,2023-03-25
bullseye,dino-im-common,0.2.0-3+deb11u1,2023-03-25
bullseye,dpdk,20.11.6-1~deb11u1,2022-08-29
bullseye,dpdk-dev,20.11.6-1~deb11u1,2022-08-29
bullseye,dpdk-doc,20.11.6-1~deb11u1,2022-08-29
bullseye,libdpdk-dev,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-acl21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-baseband-acc100-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-baseband-fpga-5gnr-fec21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-baseband-fpga-lte-fec21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-baseband-null21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-baseband-turbo-sw21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bbdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bitratestats21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bpf21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bus-dpaa21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bus-fslmc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bus-ifpga21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bus-pci21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bus-vdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-bus-vmbus21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-cfgfile21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-cmdline21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-cpt21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-dpaax21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-iavf21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-mlx5-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-octeontx2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-octeontx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-qat21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-common-sfc-efx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-compress-isal21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-compress-octeontx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-compress-zlib21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-compressdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-aesni-gcm21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-aesni-mb21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-bcmfs21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-caam-jr21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-ccp21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-dpaa-sec21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-dpaa2-sec21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-kasumi21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-nitrox21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-null21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-octeontx2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-octeontx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-openssl21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-scheduler21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-snow3g21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-virtio21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-crypto-zuc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-cryptodev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-distributor21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-eal21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-efd21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-ethdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-dlb2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-dlb21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-dpaa2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-dpaa21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-dsw21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-octeontx2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-octeontx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-opdl21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-skeleton21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-event-sw21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-eventdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-fib21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-flow-classify21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-graph21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-gro21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-gso21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-hash21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-ip-frag21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-ipsec21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-jobstats21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-kni21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-kvargs21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-latencystats21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-lpm21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mbuf21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-member21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-bucket21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-dpaa2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-dpaa21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-octeontx2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-octeontx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-ring21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool-stack21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-mempool21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-all,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-allpmds,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-baseband,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-bus,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-compress,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-crypto,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-event,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-mempool,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-net,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meta-raw,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-meter21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-metrics21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-af-packet21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-af-xdp21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-ark21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-atlantic21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-avp21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-axgbe21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-bnx2x21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-bnxt21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-bond21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-cxgbe21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-dpaa2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-dpaa21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-e1000-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-ena21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-enetc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-enic21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-failsafe21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-fm10k21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-hinic21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-hns3-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-i40e21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-iavf21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-ice21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-igc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-ipn3ke21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-ixgbe21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-kni21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-liquidio21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-memif21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-mlx4-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-mlx5-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-netvsc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-nfp21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-null21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-octeontx2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-octeontx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-pcap21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-pfe21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-qede21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-ring21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-sfc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-softnic21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-tap21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-thunderx21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-txgbe21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-vdev-netvsc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-vhost21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-virtio21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net-vmxnet3-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-net21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-node21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-pci21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-pdump21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-pipeline21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-port21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-power21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-dpaa2-cmdif21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-dpaa2-qdma21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-ifpga21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-ioat21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-ntb21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-octeontx2-dma21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-octeontx2-ep21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-raw-skeleton21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-rawdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-rcu21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-regex-mlx5-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-regex-octeontx2-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-regexdev21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-reorder21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-rib21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-ring21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-sched21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-security21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-stack21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-table21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-telemetry21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-timer21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-vdpa-ifc21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-vdpa-mlx5-21,20.11.6-1~deb11u1,2022-08-29
bullseye,librte-vhost21,20.11.6-1~deb11u1,2022-08-29
bullseye,dpkg,1.20.10,2022-05-24
bullseye,dpkg-dev,1.20.10,2022-05-24
bullseye,dselect,1.20.10,2022-05-24
bullseye,libdpkg-dev,1.20.10,2022-05-24
bullseye,libdpkg-perl,1.20.10,2022-05-24
bullseye,enlightenment,0.24.2-8+deb11u1,2022-09-20
bullseye,enlightenment-data,0.24.2-8+deb11u1,2022-09-20
bullseye,enlightenment-dev,0.24.2-8+deb11u1,2022-09-20
bullseye,ecdsautils,0.3.2+git20151018-2+deb11u1,2022-05-06
bullseye,emacs,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,emacs-bin-common,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,emacs-common,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,emacs-el,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,emacs-gtk,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,emacs-lucid,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,emacs-nox,1:27.1+1-3.1+deb11u2,2023-02-23
bullseye,epiphany-browser,3.38.2-1+deb11u3,2022-08-16
bullseye,epiphany-browser-data,3.38.2-1+deb11u3,2022-08-16
bullseye,exiv2,0.27.3-3+deb11u1,2021-08-06
bullseye,libexiv2-27,0.27.3-3+deb11u1,2021-08-06
bullseye,libexiv2-dev,0.27.3-3+deb11u1,2021-08-06
bullseye,libexiv2-doc,0.27.3-3+deb11u1,2021-08-06
bullseye,exo-utils,4.16.0-1+deb11u1,2022-06-18
bullseye,libexo-2-0,4.16.0-1+deb11u1,2022-06-18
bullseye,libexo-2-dev,4.16.0-1+deb11u1,2022-06-18
bullseye,libexo-common,4.16.0-1+deb11u1,2022-06-18
bullseye,expat,2.2.10-2+deb11u5,2022-10-28
bullseye,libexpat1,2.2.10-2+deb11u5,2022-10-28
bullseye,libexpat1-dev,2.2.10-2+deb11u5,2022-10-28
bullseye,ffmpeg,7:4.3.5-0+deb11u1,2022-10-30
bullseye,ffmpeg-doc,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavcodec-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavcodec-extra,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavcodec-extra58,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavcodec58,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavdevice-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavdevice58,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavfilter-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavfilter-extra,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavfilter-extra7,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavfilter7,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavformat-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavformat58,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavresample-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavresample4,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavutil-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libavutil56,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libpostproc-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libpostproc55,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libswresample-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libswresample3,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libswscale-dev,7:4.3.5-0+deb11u1,2022-10-30
bullseye,libswscale5,7:4.3.5-0+deb11u1,2022-10-30
bullseye,firefox-esr,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-ach,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-af,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-all,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-an,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-ar,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-ast,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-az,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-be,102.9.0esr-1~deb11u1,2023-03-15
bullseye,firefox-esr-l10n-bg,102.9.0esr-1~deb11u1,2023-03-15
